catalog_number,overview,ids
102213LF,"<p>Series HV BNFI all bronze pumps are dependable, in-line booster pumps intended to pump potable, domestic water from hot water heater tanks to areas such as bathrooms and kitchens. The Series HV is designed for applications that require increased flow and head pressures. The Series HV features a three-piece design, which includes a motor, bearing assembly and volute. This innovative design provides for easy field service as the bearings, shaft and seal are all housed within the bearing assembly. That assembly can then be easily repaired or entirely replaced without disturbing the other components of your pump. The Series HV's resilient motor mounting is another feature unique to Bell &amp; Gossett. The mounting, combined with spring-loaded couplers, means your pump will run quietly and efficiently. The Series HV BNFI features a bronze impeller. A tube of Bell &amp; Gossett oil along with flange gaskets and mounting hardware are included with the pump. Flanges are available separately in 1"", 1-1/4"" and 1-1/2"".</p>",2984336
102214,,2984337
102217,,2984338
100BNFI,,2984339
110192LF,"<p>Bell &amp; Gossett model FB38 1/2"" female by female NPT brass reducing valve for low pressure hydronic systems with their check valve and strainer factory set to 12 psi. This valve has an adjustable range of 10-25 psi. This model also features a ""fast-fill"" handle which opens the valve full open for faster filling of the hydronic system.</p>",2984340
111031,"<p>Bell &amp; Gossett 1/6 HP, 115 volt, single phase, 1725 RPM, oil-lubricated motor for B&amp;G series HV pumps manufactured prior to February 1976. This motor features a two-piece motor bracket, for easy service, sleeve bearings, and replaceable, resilient motor mounts. A modern, built-in thermal overload protector shuts the motor off if it overheats. All parts are UL recognized. </p>",2984341
111049,"<p>Bell &amp; Gossett 3/4 HP, 208/230/460 volt, three phase, 1725 RPM, oil-lubricated motor for B&amp;G series PD and 60 pumps, specifically models PD-37 and 60 series 2A and 2AA. This motor features a two-piece motor bracket, for easy service, sleeve bearings, and replaceable, resilient motor mounts. A modern, built-in thermal overload protector shuts the motor off if it overheats. All parts are UL recognized. </p>",2984342
113222,"<p>This float-type automatic air vent caputure unwanted air in your hydronic heating system, and then automatically vents the air to the atmosphere. </p>",2984343
117401LF,"<p>Bell &amp; Gossett model CB-1S 1"" IPF circuit setter with a sweat connection and straight pattern balancing valve. Circuit setter balancing valves offer positive shut-off, a memory stop indicator, and integral, valved readout ports. These valves are designed to provide optimum system flow balance at minimum pump operating horsepower. Using a circuit setter calculator allows the user to plot and preset the valve to various settings while figuring in head loss versus flow. The valve features an adjustment knob with memory stop indicator for settings as well as read-out ports which allows a read-out meter to be attached, in turn displaying feet of water.</p>",2984344
117414LF,"<p>Bell &amp; Gossett model CB-1/2 1/2"" IPF circuit setter with a NPT connection and straight pattern balancing valve.</p>",2984346
117412LF,"<p>Bell &amp; Gossett model CB-1/2S 1/2"" IPF circuit setter with a sweat connection and straight pattern balancing valve. Circuit setter balancing valves offer positive shut-off, a memory stop indicator, and integral, valved readout ports. These valves are designed to provide optimum system flow balance at minimum pump operating horsepower. Using a circuit setter calculator allows the user to plot and preset the valve to various settings while figuring in head loss versus flow. The valve features an adjustment knob with memory stop indicator for settings as well as read-out ports which allows a read-out meter to be attached, in turn displaying feet of water.</p>",2984345
169233,"<p>Bell &amp; Gossett 1 HP, 208/230/460 volt, three phase, 1725 RPM, oil-lubricated motor for B&amp;G series 60 pumps, specifically models 612T, 614T, and 616T in iron or bronze. This motor features a two-piece motor bracket, for easy service, sleeve bearings, and replaceable, resilient motor mounts. A modern, built-in thermal overload protector shuts the motor off if it overheats. All parts are UL recognized.</p>",2984348
185011LF,"<p>Bell &amp; Gossett bearing assembly for B&amp;G series 1510 and e-1510 bronze fitted pumps with small bearing frames, including all pumping parts (bearings, shaft, shaft sleeve, etc.) pre-assembled into a new pump housing. The bearing assembly also includes a tube of B&amp;G pump lubrication oil. Volute cover gasket and seal kit sold separately.</p>",2984349
185333LF,"<p>Bell &amp; Gossett maintenance-free bearing assembly for B&amp;G series PD and 60 pumps, including all pumping parts (bearings, shaft, shaft sleeve, seal kit, etc.) pre-assembled into a new pump housing. The bearing assembly also includes a volute cover gasket.</p>",2984350
118723,"<p>Bell &amp; Gossett 1/2"" x 1/2"" coupler for 1/4 and 1/3 HP booster pumps. A broken coupler indicates that the motor mounts have lost their resiliency and the motor shaft and pump shaft are now out of alignment. It is recommended to replace the motor mounts when the pump coupling breaks.</p>",2984347
185335,,2984351
186826LF,"<p>Bell &amp; Gossett seal kit for B&amp;G series VSC split case pumps, sizes 6x6x9, 6x6x12, and all 8x8, as well as VSCS split case pumps, sizes 4x5x14, 5x6x15, 6x8x9, 6x8x12, and all 8x8. Seal kits prevent the pump from leaking water at the pump shaft. It is recommend to order a new pump cover gasket when replacing the seal kit as it necessary to replace it each time the pump is opened for maintenance.</p>",2984353
186543LF,"<p>Bell &amp; Gossett seal kit for B&amp;G series 1510, e-1510, and 1531 pumps with 1-5/8"" shafts. Seal kits prevent the pump from leaking water at the pump shaft. It is recommend to order a new pump cover gasket when replacing the seal kit as it necessary to replace it each time the pump is opened for maintenance.</p>",2984352
186862LF,"<p>Bell &amp; Gossett seal kit for B&amp;G series 1510, e-1510, and 1531 pumps, with 1-1/4"" shafts, under 10 HP. Seal kits prevent the pump from leaking water at the pump shaft. It is recommend to order a new pump cover gasket when replacing the seal kit as it necessary to replace it each time the pump is opened for maintenance.</p>",2984354
189110,"<p>Bell &amp; Gossett 1/2"" x 1/2"" stamped steel coupler. A broken coupler indicates that the motor mounts have lost their resiliency and the motor shaft and pump shaft are now out of alignment. It is recommended to replace the motor mounts when the pump coupling breaks.</p>",2984355
189134LF,"<p>Bell &amp; Gossett bearing assembly, with impeller, for B&amp;G series 100 pumps, including all pumping parts (bearings, shaft, shaft sleeve, seal kit, etc.) pre-assembled into a new pump housing. The bearing assembly also includes a volute cover gasket and a tube of B&amp;G pump lubrication oil.</p>",2984356
189144LF,"<p>Bell &amp; Gossett seal kit for B&amp;G series PL pumps, specifically models PL-30 through PL-50. Seal kits prevent the pump from leaking water at the pump shaft. It is recommend to order a new pump cover gasket when replacing the seal kit as it necessary to replace it each time the pump is opened for maintenance.</p>",2984357
189172LF,"<p>Bell &amp; Gossett noryl (non-ferrous) construction impeller, with a 3.8"" outside diameter, for B&amp;G series PL pumps, specifically models PL-55 and PL-55B. Impellers are installed on the end of the pump shaft, which spins the impeller in turn pumping water, or other liquid, throughout your system.</p>",2984358
1BL032,"<p>Series PL pumps are dependable, in-line cast iron close coupled booster pumps used for hydronic, radiant and geothermal heating and cooling systems. The Series PL features a maintenance-free system, with a self-cleaning particle shield protects the shaft and bearings from system start-up debris. The unique XL11 precision-crafted bearing system also contributes to trouble-free start-ups. A powerful, dry-motor design offers 25% more efficiency than the competition. Unlike a wet rotor, the Series PL does not need to bypass system water through the motor to lubricate and cool the bearings. The PL's advanced close-coupled design increases pump life and efficiency. The Series PL's stabilized heat-resistant, non-metallic impeller with a closed design improves overall operating efficiency. Unlike larger wet rotor circulators of similar performance, the Series PL is able to handle difficult water conditions at a wide range of temperatures. Mounting hardware and flange gaskets are included with the pump. Flanges are available separately in 3/4"", 1"", 1-1/4"", and 1-1/2"".</p>",2984359
